"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Nyctophilus_sherrini","Nyctophilus_sherrini","Nyctophilus_sherrini","000 Species not accepted_000 Species not accepted","Nyctophilus_sherrini"
"Nyctophilus_walkeri","Nyctophilus_walkeri","Nyctophilus_walkeri","Nyctophilus_walkeri","Nyctophilus_walkeri"
"Ochotona_alpina","Ochotona_alpina","Ochotona_alpina","Ochotona_alpina","Ochotona_alpina"
"Ochotona_argentata","Ochotona_argentata","Ochotona_argentata","Ochotona_argentata","Ochotona_argentata"
"Ochotona_cansus","Ochotona_cansus","Ochotona_cansus","Ochotona_cansus","Ochotona_cansus"
"Ochotona_collaris","Ochotona_collaris","Ochotona_collaris","Ochotona_collaris","Ochotona_collaris"
"Ochotona_coreana","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Ochotona_coreana"
"Ochotona_curzoniae","Ochotona_curzoniae","Ochotona_curzoniae","Ochotona_curzoniae","Ochotona_curzoniae"
"Ochotona_dauurica","Ochotona_dauurica","Ochotona_dauurica","Ochotona_dauurica","Ochotona_dauurica"
"Ochotona_erythrotis","Ochotona_erythrotis","Ochotona_erythrotis","Ochotona_erythrotis","Ochotona_erythrotis"
"Ochotona_forresti","Ochotona_forresti","Ochotona_forresti","Ochotona_forresti","Ochotona_forresti"
"Ochotona_gloveri","Ochotona_gloveri","Ochotona_gloveri","Ochotona_gloveri","Ochotona_gloveri"
"Ochotona_hoffmanni","Ochotona_hoffmanni","Ochotona_hoffmanni","Ochotona_hoffmanni","Ochotona_hoffmanni"
"Ochotona_hyperborea","Ochotona_hyperborea","Ochotona_hyperborea","Ochotona_hyperborea","Ochotona_hyperborea"
"Ochotona_iliensis","Ochotona_iliensis","Ochotona_iliensis","Ochotona_iliensis","Ochotona_iliensis"
"Ochotona_koslowi","Ochotona_koslowi","Ochotona_koslowi","Ochotona_koslowi","Ochotona_koslowi"
"Ochotona_ladacensis","Ochotona_ladacensis","Ochotona_ladacensis","Ochotona_ladacensis","Ochotona_ladacensis"
"Ochotona_macrotis","Ochotona_macrotis","Ochotona_macrotis","Ochotona_macrotis","Ochotona_macrotis"
"Ochotona_mantchurica","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Ochotona_mantchurica"
"Ochotona_nubrica","Ochotona_nubrica","Ochotona_nubrica","Ochotona_nubrica","Ochotona_nubrica"
"Ochotona_opaca","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Ochotona_opaca"
"Ochotona_pallasii","Ochotona_pallasi","Ochotona_pallasi","Ochotona_pallasi","Ochotona_pallasii"
"Ochotona_princeps","Ochotona_princeps","Ochotona_princeps","Ochotona_princeps","Ochotona_princeps"
"Ochotona_pusilla","Ochotona_pusilla","Ochotona_pusilla","Ochotona_pusilla","Ochotona_pusilla"
"Ochotona_roylei","Ochotona_himalayana","Ochotona_himalayana","Ochotona_himalayana","Ochotona_roylei"
"Ochotona_roylei","Ochotona_roylei","Ochotona_roylei","Ochotona_roylei","Ochotona_roylei"
"Ochotona_rufescens","Ochotona_rufescens","Ochotona_rufescens","Ochotona_rufescens","Ochotona_rufescens"
"Ochotona_rutila","Ochotona_rutila","Ochotona_rutila","Ochotona_rutila","Ochotona_rutila"
"Ochotona_syrinx","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Ochotona_syrinx"
"Ochotona_thibetana","Ochotona_thibetana","Ochotona_thibetana","Ochotona_thibetana","Ochotona_thibetana"
"Ochotona_thomasi","Ochotona_thomasi","Ochotona_thomasi","Ochotona_thomasi","Ochotona_thomasi"
"Ochotona_turuchanensis","Ochotona_turuchanensis","Ochotona_turuchanensis","Ochotona_turuchanensis","Ochotona_turuchanensis"
"Ochotona_whartoni","Ochotona_whartoni","Ochotona_whartoni","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Ochrotomys_nuttalli","Ochrotomys_nuttalli","Ochrotomys_nuttalli","Ochrotomys_nuttalli","Ochrotomys_nuttalli"
"Octodon_bridgesi","Octodon_bridgesi","Octodon_bridgesi","Octodon_bridgesi","Octodon_bridgesi"
"Octodon_degus","Octodon_degus","Octodon_degus","Octodon_degus","Octodon_degus"
"Octodon_lunatus","Octodon_lunatus","Octodon_lunatus","Octodon_lunatus","Octodon_lunatus"
"Octodon_pacificus","Octodon_pacificus","Octodon_pacificus","Octodon_pacificus","Octodon_pacificus"
"Octodontomys_gliroides","Octodontomys_gliroides","Octodontomys_gliroides","Octodontomys_gliroides","Octodontomys_gliroides"
"Octomys_mimax","Octomys_mimax","Octomys_mimax","Octomys_mimax","Octomys_mimax"
"Odobenus_rosmarus","Odobenus_rosmarus","Odobenus_rosmarus","Odobenus_rosmarus","Odobenus_rosmarus"
"Odocoileus_hemionus","Odocoileus_hemionus","Odocoileus_hemionus","Odocoileus_hemionus","Odocoileus_hemionus"
"Odocoileus_virginianus","Odocoileus_virginianus","Odocoileus_virginianus","Odocoileus_virginianus","Odocoileus_virginianus"
"Oecomys_auyantepui","Oecomys_auyantepui","Oecomys_auyantepui","Oecomys_auyantepui","Oecomys_auyantepui"
"Oecomys_bicolor","Oecomys_bicolor","Oecomys_bicolor","Oecomys_bicolor","Oecomys_bicolor"
"Oecomys_catherinae","Oecomys_catherinae","Oecomys_catherinae","Oecomys_catherinae","Oecomys_catherinae"
"Oecomys_cleberi","Oecomys_cleberi","Oecomys_cleberi","Oecomys_cleberi","Oecomys_cleberi"
"Oecomys_concolor","Oecomys_concolor","Oecomys_concolor","Oecomys_concolor","Oecomys_concolor"
"Oecomys_flavicans","Oecomys_flavicans","Oecomys_flavicans","Oecomys_flavicans","Oecomys_flavicans"
"Oecomys_mamorae","Oecomys_mamorae","Oecomys_mamorae","Oecomys_mamorae","Oecomys_mamorae"
"Oecomys_paricola","Oecomys_paricola","Oecomys_paricola","Oecomys_paricola","Oecomys_paricola"
"Oecomys_phaeotis","Oecomys_phaeotis","Oecomys_phaeotis","Oecomys_phaeotis","Oecomys_phaeotis"
"Oecomys_rex","Oecomys_rex","Oecomys_rex","Oecomys_rex","Oecomys_rex"
"Oecomys_roberti","Oecomys_roberti","Oecomys_roberti","Oecomys_roberti","Oecomys_roberti"
"Oecomys_rutilus","Oecomys_rutilus","Oecomys_rutilus","Oecomys_rutilus","Oecomys_rutilus"
"Oecomys_speciosus","Oecomys_speciosus","Oecomys_speciosus","Oecomys_speciosus","Oecomys_speciosus"
"Oecomys_superans","Oecomys_superans","Oecomys_superans","Oecomys_superans","Oecomys_superans"
"Oecomys_trinitatis","Oecomys_trinitatis","Oecomys_trinitatis","Oecomys_trinitatis","Oecomys_trinitatis"
"Oenomys_hypoxanthus","Oenomys_hypoxanthus","Oenomys_hypoxanthus","Oenomys_hypoxanthus","Oenomys_hypoxanthus"
"Oenomys_ornatus","Oenomys_ornatus","Oenomys_ornatus","Oenomys_ornatus","Oenomys_ornatus"
"Okapia_johnstoni","Okapia_johnstoni","Okapia_johnstoni","Okapia_johnstoni","Okapia_johnstoni"
"Olallamys_albicauda","Olallamys_albicauda","Olallamys_albicauda","Olallamys_albicauda","Olallamys_albicauda"
"Olallamys_edax","Olallamys_edax","Olallamys_edax","Olallamys_edax","Olallamys_edax"
"Oligoryzomys_andinus","Oligoryzomys_andinus","Oligoryzomys_andinus","Oligoryzomys_andinus","Oligoryzomys_andinus"
"Oligoryzomys_arenalis","Oligoryzomys_arenalis","Oligoryzomys_arenalis","Oligoryzomys_arenalis","Oligoryzomys_arenalis"
"Oligoryzomys_brendae","Oligoryzomys_brendae","Oligoryzomys_brendae","Oligoryzomys_brendae","Oligoryzomys_brendae"
"Oligoryzomys_chacoensis","Oligoryzomys_chacoensis","Oligoryzomys_chacoensis","Oligoryzomys_chacoensis","Oligoryzomys_chacoensis"
"Oligoryzomys_delticola","Oligoryzomys_delticola","Oligoryzomys_delticola","Oligoryzomys_delticola","Oligoryzomys_delticola"
"Oligoryzomys_destructor","Oligoryzomys_destructor","Oligoryzomys_destructor","Oligoryzomys_destructor","Oligoryzomys_destructor"
"Oligoryzomys_eliurus","Oligoryzomys_eliurus","Oligoryzomys_eliurus","Oligoryzomys_eliurus","Oligoryzomys_eliurus"
"Oligoryzomys_flavescens","Oligoryzomys_flavescens","Oligoryzomys_flavescens","Oligoryzomys_flavescens","Oligoryzomys_flavescens"
"Oligoryzomys_fornesi","Oligoryzomys_fornesi","Oligoryzomys_fornesi","Oligoryzomys_fornesi","Oligoryzomys_fornesi"
"Oligoryzomys_fulvescens","Oligoryzomys_fulvescens","Oligoryzomys_fulvescens","Oligoryzomys_fulvescens","Oligoryzomys_fulvescens"
"Oligoryzomys_griseolus","Oligoryzomys_griseolus","Oligoryzomys_griseolus","Oligoryzomys_griseolus","Oligoryzomys_griseolus"
"Oligoryzomys_longicaudatus","Oligoryzomys_longicaudatus","Oligoryzomys_longicaudatus","Oligoryzomys_longicaudatus","Oligoryzomys_longicaudatus"
"Oligoryzomys_magellanicus","Oligoryzomys_magellanicus","Oligoryzomys_magellanicus","Oligoryzomys_magellanicus","Oligoryzomys_magellanicus"
"Oligoryzomys_microtis","Oligoryzomys_microtis","Oligoryzomys_microtis","Oligoryzomys_microtis","Oligoryzomys_microtis"
"Oligoryzomys_moojeni","Oligoryzomys_moojeni","Oligoryzomys_moojeni","000 Species not accepted_000 Species not accepted","Oligoryzomys_moojeni"
"Oligoryzomys_nigripes","Oligoryzomys_nigripes","Oligoryzomys_nigripes","Oligoryzomys_nigripes","Oligoryzomys_nigripes"
"Oligoryzomys_rupestris","Oligoryzomys_rupestris","Oligoryzomys_rupestris","000 Species not accepted_000 Species not accepted","Oligoryzomys_rupestris"
"Oligoryzomys_stramineus","Oligoryzomys_stramineus","Oligoryzomys_stramineus","Oligoryzomys_stramineus","Oligoryzomys_stramineus"
"Oligoryzomys_vegetus","Oligoryzomys_vegetus","Oligoryzomys_vegetus","Oligoryzomys_vegetus","Oligoryzomys_vegetus"
"Oligoryzomys_victus","Oligoryzomys_victus","Oligoryzomys_victus","Oligoryzomys_victus","Oligoryzomys_victus"
"Ommatophoca_rossii","Ommatophoca_rossii","Ommatophoca_rossii","Ommatophoca_rossii","Ommatophoca_rossii"
"Ondatra_zibethicus","Ondatra_zibethicus","Ondatra_zibethicus","Ondatra_zibethicus","Ondatra_zibethicus"
"Onychogalea_fraenata","Onychogalea_fraenata","Onychogalea_fraenata","Onychogalea_fraenata","Onychogalea_fraenata"
"Onychogalea_lunata","Onychogalea_lunata","Onychogalea_lunata","Onychogalea_lunata","Onychogalea_lunata"
"Onychogalea_unguifera","Onychogalea_unguifera","Onychogalea_unguifera","Onychogalea_unguifera","Onychogalea_unguifera"
"Onychomys_arenicola","Onychomys_arenicola","Onychomys_arenicola","Onychomys_arenicola","Onychomys_arenicola"
"Onychomys_leucogaster","Onychomys_leucogaster","Onychomys_leucogaster","Onychomys_leucogaster","Onychomys_leucogaster"
"Onychomys_torridus","Onychomys_torridus","Onychomys_torridus","Onychomys_torridus","Onychomys_torridus"
"Orcaella_brevirostris","Orcaella_brevirostris","Orcaella_brevirostris","Orcaella_brevirostris","Orcaella_brevirostris"
"Orcaella_heinsohni","Orcaella_heinsohni","Orcaella_heinsohni","000 Species not accepted_000 Species not accepted","Orcaella_heinsohni"
"Orcinus_orca","Orcinus_orca","Orcinus_orca","Orcinus_orca","Orcinus_orca"
"Oreamnos_americanus","Oreamnos_americanus","Oreamnos_americanus","Oreamnos_americanus","Oreamnos_americanus"
"Oreamnos_harringtoni","Oreamnos_harringtoni","Oreamnos_harringtoni","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Oreonax_flavicauda","Oreonax_flavicauda","Oreonax_flavicauda","Oreonax_flavicauda","Oreonax_flavicauda"
"Oreoryzomys_balneator","Oreoryzomys_balneator","Oreoryzomys_balneator","Oryzomys_balneator","Oreoryzomys_balneator"
"Oreotragus_oreotragus","Oreotragus_oreotragus","Oreotragus_oreotragus","Oreotragus_oreotragus","Oreotragus_oreotragus"
"Ornithorhynchus_anatinus","Ornithorhynchus_anatinus","Ornithorhynchus_anatinus","Ornithorhynchus_anatinus","Ornithorhynchus_anatinus"
"Orthogeomys_cavator","Orthogeomys_cavator","Orthogeomys_cavator","Orthogeomys_cavator","Orthogeomys_cavator"
"Orthogeomys_cuniculus","Orthogeomys_cuniculus","Orthogeomys_cuniculus","Orthogeomys_cuniculus","Orthogeomys_cuniculus"
"Orthogeomys_grandis","Orthogeomys_grandis","Orthogeomys_grandis","Orthogeomys_grandis","Orthogeomys_grandis"
"Orthogeomys_heterodus","Orthogeomys_heterodus","Orthogeomys_heterodus","Orthogeomys_heterodus","Orthogeomys_heterodus"
"Orthogeomys_hispidus","Orthogeomys_hispidus","Orthogeomys_hispidus","Orthogeomys_hispidus","Orthogeomys_hispidus"
"Orthogeomys_lanius","Orthogeomys_lanius","Orthogeomys_lanius","Orthogeomys_lanius","Orthogeomys_lanius"
"Orthogeomys_underwoodi","Orthogeomys_underwoodi","Orthogeomys_underwoodi","Orthogeomys_underwoodi","Orthogeomys_underwoodi"
"Orycteropus_afer","Orycteropus_afer","Orycteropus_afer","Orycteropus_afer","Orycteropus_afer"
"Oryctolagus_cuniculus","Oryctolagus_cuniculus","Oryctolagus_cuniculus","Oryctolagus_cuniculus","Oryctolagus_cuniculus"
"Oryx_beisa","Oryx_beisa","Oryx_beisa","Oryx_beisa","Oryx_beisa"
"Oryx_dammah","Oryx_dammah","Oryx_dammah","Oryx_dammah","Oryx_dammah"
"Oryx_gazella","Oryx_gazella","Oryx_gazella","Oryx_gazella","Oryx_gazella"
"Oryx_leucoryx","Oryx_leucoryx","Oryx_leucoryx","Oryx_leucoryx","Oryx_leucoryx"
"Oryzomys_antillarum","Oryzomys_antillarum","Oryzomys_antillarum","000 Species not accepted_000 Species not accepted","Oryzomys_antillarum"
"Oryzomys_couesi","Oryzomys_couesi","Oryzomys_couesi","Oryzomys_couesi","Oryzomys_couesi"
"Oryzomys_curasoae","Oryzomys_curasoae","Oryzomys_curasoae","Oryzomys_curasoae","Oryzomys_curasoae"
"Oryzomys_dimidiatus","Oryzomys_dimidiatus","Oryzomys_dimidiatus","Oryzomys_dimidiatus","Oryzomys_dimidiatus"
"Oryzomys_gorgasi","Oryzomys_gorgasi","Oryzomys_gorgasi","Oryzomys_gorgasi","Oryzomys_gorgasi"
"Oryzomys_nelsoni","Oryzomys_nelsoni","Oryzomys_nelsoni","Oryzomys_nelsoni","Oryzomys_nelsoni"
"Oryzomys_palustris","Oryzomys_palustris","Oryzomys_palustris","Oryzomys_palustris","Oryzomys_palustris"
"Oryzorictes_hova","Oryzorictes_hova","Oryzorictes_hova","Oryzorictes_hova","Oryzorictes_hova"
"Oryzorictes_tetradactylus","Oryzorictes_tetradactylus","Oryzorictes_tetradactylus","Oryzorictes_tetradactylus","Oryzorictes_tetradactylus"
"Osgoodomys_banderanus","Osgoodomys_banderanus","Osgoodomys_banderanus","Osgoodomys_banderanus","Osgoodomys_banderanus"
"Otaria_byronia","Otaria_byronia","Otaria_flavescens","Otaria_flavescens","Otaria_byronia"
"Otocolobus_manul","Otocolobus_manul","Otocolobus_manul","Felis_manul","Otocolobus_manul"
"Otocyon_megalotis","Otocyon_megalotis","Otocyon_megalotis","Otocyon_megalotis","Otocyon_megalotis"
"Otolemur_crassicaudatus","Otolemur_crassicaudatus","Otolemur_crassicaudatus","Otolemur_monteiri","Otolemur_crassicaudatus"
"Otolemur_crassicaudatus","Otolemur_crassicaudatus","Otolemur_crassicaudatus","Otolemur_crassicaudatus","Otolemur_crassicaudatus"
"Otolemur_garnettii","Otolemur_garnettii","Otolemur_garnettii","Otolemur_garnettii","Otolemur_garnettii"
"Otomops_formosus","Otomops_formosus","Otomops_formosus","Otomops_formosus","Otomops_formosus"
"Otomops_johnstonei","Otomops_johnstonei","Otomops_johnstonei","Otomops_johnstonei","Otomops_johnstonei"
"Otomops_madagascariensis","Otomops_madagascariensis","Otomops_madagascariensis","Otomops_madagascariensis","Otomops_madagascariensis"
"Otomops_martiensseni","Otomops_martiensseni","Otomops_martiensseni","Otomops_martiensseni","Otomops_martiensseni"
"Otomops_papuensis","Otomops_papuensis","Otomops_papuensis","Otomops_papuensis","Otomops_papuensis"
"Otomops_secundus","Otomops_secundus","Otomops_secundus","Otomops_secundus","Otomops_secundus"
"Otomops_wroughtoni","Otomops_wroughtoni","Otomops_wroughtoni","Otomops_wroughtoni","Otomops_wroughtoni"
"Otomys_anchietae","Otomys_anchietae","Otomys_anchietae","Otomys_anchietae","Otomys_anchietae"
"Otomys_angoniensis","Otomys_angoniensis","Otomys_angoniensis","Otomys_maximus","Otomys_angoniensis"
"Otomys_angoniensis","Otomys_angoniensis","Otomys_angoniensis","Otomys_angoniensis","Otomys_angoniensis"
"Otomys_barbouri","Otomys_barbouri","Otomys_barbouri","Otomys_barbouri","Otomys_barbouri"
"Otomys_burtoni","Otomys_burtoni","Otomys_burtoni","Otomys_burtoni","Otomys_burtoni"
"Otomys_cuanzensis","Otomys_cuanzensis","Otomys_cuanzensis","Otomys_cuanzensis","Otomys_cuanzensis"
"Otomys_denti","Otomys_denti","Otomys_denti","Otomys_denti","Otomys_denti"
"Otomys_irroratus","Otomys_irroratus","Otomys_irroratus","Otomys_irroratus","Otomys_irroratus"
"Otomys_lacustris","Otomys_lacustris","Otomys_lacustris","Otomys_lacustris","Otomys_lacustris"
"Otomys_laminatus","Otomys_laminatus","Otomys_laminatus","Otomys_laminatus","Otomys_laminatus"
"Otomys_occidentalis","Otomys_occidentalis","Otomys_occidentalis","Otomys_occidentalis","Otomys_occidentalis"
"Otomys_saundersiae","Otomys_saundersiae","Otomys_saundersiae","Otomys_saundersiae","Otomys_saundersiae"
"Otomys_sloggetti","Otomys_sloggetti","Otomys_sloggetti","Myotomys_sloggetti","Otomys_sloggetti"
"Otomys_tropicalis","Otomys_tropicalis","Otomys_tropicalis","Otomys_orestes","Otomys_tropicalis"
"Otomys_tropicalis","Otomys_tropicalis","Otomys_tropicalis","Otomys_dollmani","Otomys_tropicalis"
"Otomys_tropicalis","Otomys_tropicalis","Otomys_tropicalis","Otomys_tropicalis","Otomys_tropicalis"
"Otomys_typus","Otomys_typus","Otomys_typus","Otomys_uzungwensis","Otomys_typus"
"Otomys_typus","Otomys_typus","Otomys_typus","Otomys_dartmouthi","Otomys_typus"
"Otomys_typus","Otomys_typus","Otomys_typus","Otomys_typus","Otomys_typus"
"Otomys_typus","Otomys_typus","Otomys_typus","Otomys_jacksoni","Otomys_typus"
"Otomys_unisulcatus","Otomys_unisulcatus","Otomys_unisulcatus","Myotomys_unisulcatus","Otomys_unisulcatus"
"Otonycteris_hemprichii","Otonycteris_hemprichii","Otonycteris_hemprichii","Otonycteris_hemprichii","Otonycteris_hemprichii"
"Otonyctomys_hatti","Otonyctomys_hatti","Otonyctomys_hatti","Otonyctomys_hatti","Otonyctomys_hatti"
"Otopteropus_cartilagonodus","Otopteropus_cartilagonodus","Otopteropus_cartilagonodus","Otopteropus_cartilagonodus","Otopteropus_cartilagonodus"
"Otospermophilus_beecheyi","Spermophilus_atricapillus","Spermophilus_atricapillus","Spermophilus_atricapillus","Otospermophilus_beecheyi"
"Otospermophilus_beecheyi","Spermophilus_beecheyi","Spermophilus_beecheyi","Spermophilus_beecheyi","Otospermophilus_beecheyi"
"Otospermophilus_variegatus","Spermophilus_variegatus","Spermophilus_variegatus","Spermophilus_variegatus","Otospermophilus_variegatus"
"Ototylomys_phyllotis","Ototylomys_phyllotis","Ototylomys_phyllotis","Ototylomys_phyllotis","Ototylomys_phyllotis"
"Ourebia_ourebi","Ourebia_ourebi","Ourebia_ourebi","Ourebia_ourebi","Ourebia_ourebi"
"Ovibos_moschatus","Ovibos_moschatus","Ovibos_moschatus","Ovibos_moschatus","Ovibos_moschatus"
"Ovis_ammon","Ovis_ammon","Ovis_ammon","Ovis_ammon","Ovis_ammon"
"Ovis_canadensis","Ovis_canadensis","Ovis_canadensis","Ovis_canadensis","Ovis_canadensis"
"Ovis_dalli","Ovis_dalli","Ovis_dalli","Ovis_dalli","Ovis_dalli"
"Ovis_nivicola","Ovis_nivicola","Ovis_nivicola","Ovis_nivicola","Ovis_nivicola"
"Ovis_orientalis","Ovis_orientalis","Ovis_orientalis","Ovis_aries","Ovis_orientalis"
"Oxymycterus_akodontius","Oxymycterus_akodontius","Oxymycterus_akodontius","Oxymycterus_akodontius","Oxymycterus_akodontius"
"Oxymycterus_amazonicus","Oxymycterus_amazonicus","Oxymycterus_amazonicus","Oxymycterus_amazonicus","Oxymycterus_amazonicus"
"Oxymycterus_angularis","Oxymycterus_angularis","Oxymycterus_angularis","Oxymycterus_angularis","Oxymycterus_angularis"
"Oxymycterus_caparoae","Oxymycterus_caparoae","Oxymycterus_caparoae","Oxymycterus_caparoae","Oxymycterus_caparoae"
"Oxymycterus_dasytrichus","Oxymycterus_dasytrichus","Oxymycterus_dasytrichus","Oxymycterus_dasytrichus","Oxymycterus_dasytrichus"
"Oxymycterus_delator","Oxymycterus_delator","Oxymycterus_delator","Oxymycterus_delator","Oxymycterus_delator"
"Oxymycterus_hiska","Oxymycterus_hiska","Oxymycterus_hiska","Oxymycterus_hiska","Oxymycterus_hiska"
"Oxymycterus_hispidus","Oxymycterus_hispidus","Oxymycterus_hispidus","Oxymycterus_hispidus","Oxymycterus_hispidus"
"Oxymycterus_hucucha","Oxymycterus_hucucha","Oxymycterus_hucucha","Oxymycterus_hucucha","Oxymycterus_hucucha"
"Oxymycterus_inca","Oxymycterus_inca","Oxymycterus_inca","Oxymycterus_inca","Oxymycterus_inca"
"Oxymycterus_josei","Oxymycterus_josei","Oxymycterus_josei","Oxymycterus_josei","Oxymycterus_josei"
